idwine	name	link	thumb	average_rating	ratings	price	tasteKeywords_1	tasteMentions_1	flavorGroup_1	tasteKeywords_2	tasteMentions_2	flavorGroup_2	tasteKeywords_3	tasteMentions_3	flavorGroup_3	tasteKeywords_4	tasteMentions_4	flavorGroup_4	moyenne_price	tasteKeywords_5	tasteMentions_5	flavorGroup_5	tasteKeywords_6	tasteMentions_6	flavorGroup_6	tasteKeywords_7	tasteMentions_7	flavorGroup_7	tasteKeywords_8	tasteMentions_8	flavorGroup_8	tasteKeywords_9	tasteMentions_9	flavorGroup_9	tasteKeywords_10	tasteMentions_10	flavorGroup_10
111515	E. Guigal Crozes-Hermitage Rouge	https://www.vivino.com/CA/fr/wines/1486552	https://images.vivino.com/thumbs/XrTk3PePS5q03QALT-mZFA_pb_300x300.png	3,8		48,99	mûre, prune, fruit noir	1258	fruit noir	chêne, vanille, tabac	1010	boisé	cuir, Terreux, fumée	885	Terreux	poivre, réglisse, poivr...	800	épices																			
111520	Prévoteau-Perrier Krusador Kasimir Vidit Nox Brut Champagne	https://www.vivino.com/US-VA/fr/wines/19311462	https://images.vivino.com/thumbs/hmJ6vxfPRTqUz1xOCsOeNg_375x500.jpg																																		
111521	Moët & Chandon Grand Vintage Brut Champagne	https://www.vivino.com/US-NY/fr/wines/1779921	https://images.vivino.com/thumbs/J9XDqBo2TRS0ZgXLMXZMbQ_pb_300x300.png	4,2		132,12	brioche, pain grillé, a...	1023	Vieillissement	pomme, poire, pêche	1004	fruit d'arbre fruitier	agrume, citron, citron ...	674	agrume																						
111525	Charles Heidsieck Brut Réserve	https://www.vivino.com/GB/fr/wines/1655483	https://images.vivino.com/thumbs/YH25LjjhTqSG0niNiJmS9A_pb_300x300.png	4,2		56,38	brioche, pain grillé, g...	2879	Vieillissement	pomme, pomme verte, poi...	2336	fruit d'arbre fruitier	agrume, citron, pamplem...	1869	agrume																						
111523	Château Guiraud Sauternes (Premier Grand Cru Classé)	https://www.vivino.com/wines/1526096	https://images.vivino.com/thumbs/seeWxpDkRimnnDRRdUoRDQ_pb_300x300.png	4,3			miel, gingembre, noyau	1724	Terreux	abricot, pêche, pomme	1586	fruit d'arbre fruitier	marmelade, orange, agru...	1096	agrume				51,69																		
111524	Château de Seguin Bordeaux Supérieur	https://www.vivino.com/US-NY/fr/wines/1919127	https://images.vivino.com/thumbs/cGu5XO5wRfWJd8dXwKaxeA_pb_300x300.png	3,6			chêne, vanille, tabac	632	boisé	mûre, prune, cassis	499	fruit noir							11,05																		
111522	Jeff Carrel Les Darons Rouge	https://www.vivino.com/US-VA/fr/wines/3920176	https://images.vivino.com/thumbs/pf8VSiEPRySSTGsUhzpOew_pb_300x300.png	3,8		20,99	prune, fruit noir, mûre	572	fruit noir	Terreux, cuir, minéraux	412	Terreux	cerise, framboise, frui...	378	fruit rouge																						
111526	Lanson Le Black Label Brut Champagne	https://www.vivino.com/wines/1469920	https://images.vivino.com/thumbs/kIebYoiUTQ2hm_EnWzcO8g_pb_300x300.png	3,9			pomme, pomme verte, poi...	1602	fruit d'arbre fruitier	agrume, citron, citron ...	1543	agrume	pain grillé, brioche, b...	1219	Vieillissement																						
111527	Chateau Palmer Alter Ego de Château Palmer	https://www.vivino.com/US-VA/fr/wines/1913011	https://images.vivino.com/thumbs/b1dSJbI2ReSdEk8mVUgVRg_pb_300x300.png	4,3		115	chêne, tabac, vanille	1360	boisé	prune, cassis, mûre	1341	fruit noir	cuir, Terreux, fumée	801	Terreux																						
111529	Grand Theatre Bordeaux Rouge	https://www.vivino.com/US-VA/fr/wines/1500099	https://images.vivino.com/thumbs/KceBjK0MTQ6tEQ3tTKcC8A_pb_300x300.png	3,6		13,99	vanille, chêne, tabac	59	boisé	cerise, fraise, framboi...	48	fruit rouge	mûre, prune, fruit noir	31	fruit noir				13,99																		
111528	Château Lagrange Les Fiefs de Lagrange Saint-Julien	https://www.vivino.com/US-VA/fr/wines/2315248	https://images.vivino.com/thumbs/oP7cxDR7RuuCG-izh2LPdw_pb_300x300.png	3,9		40	mûre, cassis, cassis	820	fruit noir	chêne, vanille, tabac	750	boisé	cuir, Terreux, fumée	460	Terreux																						
111530	Château Simard Saint-Émilion Grand Cru	https://www.vivino.com/US-VA/fr/wines/154743995	https://images.vivino.com/thumbs/uFuWYCUaRmiV33_xdkW-QQ_pb_300x300.png	3,9		34,33	cuir, Terreux, champign...	1046	Terreux	chêne, tabac, vanille	933	boisé	prune, mûre, cassis	741	fruit noir																						
111533	Château de Beaucastel Coudoulet de Beaucastel Côtes-du-Rhône	https://www.vivino.com/GB/fr/wines/1485632	https://images.vivino.com/thumbs/5pJsErx3SoqFW516HlESGA_pb_300x300.png	4		27	prune, mûre, fruit noir	1191	fruit noir	cerise, framboise, frui...	1068	fruit rouge	cuir, Terreux, fumée	901	Terreux	chêne, vanille, tabac	704	boisé		poivre, réglisse, canne...	603	épices															
111535	Veuve Clicquot Brut Rosé Champagne	https://www.vivino.com/US-LA/fr/wines/1487195	https://images.vivino.com/thumbs/og6OWOYFRIyxkz4AibHjLw_pb_300x300.png	4,3		86,02	fraise, framboise, ceri...	1936	fruit rouge																												
111531	Château La Tour Carnet Haut-Médoc (Grand Cru Classé)	https://www.vivino.com/US-NY/fr/wines/1537173	https://images.vivino.com/thumbs/qqye-nZ0SGu3qtZTm7XF-g_pb_300x300.png	4		50,39	mûre, prune, cassis	1175	fruit noir	chêne, vanille, tabac	1066	boisé	cuir, Terreux, fumée	667	Terreux																						
111534	Louis Latour Domaine de Valmoissine Pinot Noir	https://www.vivino.com/US-VA/fr/wines/1469992	https://images.vivino.com/thumbs/RLiM2R2WRQ2X_F582G6BLw_pb_300x300.png	3,7		20,34	cerise, framboise, frai...	1310	fruit rouge	Terreux, cuir, champign...	853	Terreux																									
111536	Château Citran Haut-Médoc	https://www.vivino.com/DE/fr/wines/3003572	https://images.vivino.com/thumbs/CGKg4gQvRwyksQwr21iNfQ_pb_300x300.png	3,9		16,37	mûre, cassis, cassis	895	fruit noir	chêne, tabac, vanille	756	boisé	cuir, Terreux, champign...	597	Terreux																						
111532	Château Lynch-Moussas Pauillac (Grand Cru Classé)	https://www.vivino.com/US-NY/fr/wines/1967623	https://images.vivino.com/thumbs/GU9wZtYgS8qsy89bdIQJqQ_pb_300x300.png	4,1		59,74	chêne, tabac, cèdre	1522	boisé	cassis, mûre, cassis	1250	fruit noir	cuir, Terreux, fumée	1082	Terreux																						
111537	Château Haut-Bages Libéral Pauillac (Grand Cru Classé)	https://www.vivino.com/US-NY/fr/wines/1827380	https://images.vivino.com/thumbs/JOiOnT_uRpOGso1eE5ikEA_pb_300x300.png	4,1		68,99	chêne, tabac, cèdre	1378	boisé	cassis, cassis, mûre	1283	fruit noir	cuir, Terreux, fumée	940	Terreux																						
111538	Gérard Bertrand Grand Terroir Tautavel Grenache - Syrah - Carignan	https://www.vivino.com/US-NY/fr/wines/1521750	https://images.vivino.com/thumbs/B2MBVWI0SYCRo1AURRfFqQ_pb_300x300.png	3,7		13,99	mûre, prune, fruit noir	604	fruit noir	Terreux, cuir, fumée	378	Terreux	chêne, vanille, chocola...	365	boisé																						
111542	Louis Jadot Pouilly-Fuissé	https://www.vivino.com/wines/1469002	https://images.vivino.com/thumbs/7eKdgCxcQFeHe3gxO32etQ_pb_300x300.png	4,1			chêne, beurre, vanille	1589	boisé	pomme, poire, pomme ver...	1436	fruit d'arbre fruitier	agrume, citron, pamplem...	1272	agrume				24,99																		
111544	Ruinart Dom Ruinart Blanc de Blancs Brut Champagne	https://www.vivino.com/BR/fr/wines/1926780	https://images.vivino.com/thumbs/Jzi1x0YNQj-CpxuRl7b69Q_pb_300x300.png	4,5			brioche, pain grillé, a...	771	Vieillissement	pomme, poire, pomme ver...	586	fruit d'arbre fruitier	agrume, citron, citron ...	531	agrume	miel, minéraux, noyau	398	Terreux	410,01																		
111539	Château Rauzan-Ségla Margaux (Grand Cru Classé)	https://www.vivino.com/US-NY/fr/wines/1491992	https://images.vivino.com/thumbs/Gb2ViEV1Sy6_7YsmFM9iSw_pb_300x300.png	4,3		94,95	chêne, tabac, cèdre	1864	boisé	cassis, mûre, cassis	1700	fruit noir	cuir, Terreux, fumée	1365	Terreux																						
111540	Château Kirwan Margaux (Grand Cru Classé)	https://www.vivino.com/US-VA/fr/wines/1488914	https://images.vivino.com/thumbs/O_DIr339Tq2gbZSZnUJ5yQ_pb_300x300.png	4,2		64,92	mûre, cassis, fruit noi...	1398	fruit noir	chêne, tabac, vanille	1263	boisé	cuir, Terreux, fumée	933	Terreux																						
111541	Hugel Gentil	https://www.vivino.com/US-NY/fr/wines/1469338	https://images.vivino.com/thumbs/KIRV2AfVTQOVJP_9pnCkIA_pb_300x300.png	3,8		19,92	poire, pomme, pomme ver...	1634	fruit d'arbre fruitier	agrume, citron, pamplem...	1048	agrume	minéraux, miel, noyau	832	Terreux																						
111543	Billecart-Salmon Brut Rosé Champagne	https://www.vivino.com/CA/fr/wines/164942610	https://images.vivino.com/thumbs/MbWko9RgT5eC7w-rzG_kyg_pb_300x300.png	4,4			fraise, framboise, frui...	2149	fruit rouge	agrume, pamplemousse, c...	1120	agrume																									
111545	Château Angludet Margaux	https://www.vivino.com/US-VA/fr/wines/3585958	https://images.vivino.com/thumbs/pVKkmNOrSGidtFrM2Q9GAg_pb_300x300.png	4,2		59,99	cassis, mûre, cassis	1022	fruit noir	chêne, tabac, vanille	922	boisé	cuir, Terreux, fumée	671	Terreux																						
111546	Nicolas Feuillatte Réserve Exclusive Brut Champagne	https://www.vivino.com/US-NY/fr/wines/157213587	https://images.vivino.com/thumbs/SmS1wx9qTseVBOpR2FkJfQ_pb_300x300.png	3,9		46,19	pomme, poire, pomme ver...	2243	fruit d'arbre fruitier	agrume, citron, pamplem...	1211	agrume	brioche, pain grillé, a...	1195	Vieillissement																						
111550	JP. Chenet Original Merlot	https://www.vivino.com/wines/14709925	https://images.vivino.com/thumbs/rTcwk9oySfOxKgWiNqPkpQ_pb_300x300.png	3,5			prune, fruit noir, cass...	246	fruit noir	chocolat, chêne, vanill...	155	boisé							6,64																		
111549	Château Carbonnieux Pessac-Léognan Blanc (Grand Cru Classé de Graves)	https://www.vivino.com/US-NY/fr/wines/4721882	https://images.vivino.com/thumbs/8yNCqVHeSlyXsxZjUZ6kxA_pb_300x300.png	4,1		33,33	agrume, citron, pamplem...	1174	agrume	pêche, poire, pomme	897	fruit d'arbre fruitier	chêne, vanille, beurre	797	boisé	minéraux, miel, noyau	722	Terreux																			
111552	Château de Camensac Haut-Médoc (Grand Cru Classé)	https://www.vivino.com/US-LA/fr/wines/1514630	https://images.vivino.com/thumbs/UjZRUXPMRMqgBAqVE3ktag_pb_300x300.png	3,9		45	chêne, tabac, vanille	923	boisé	mûre, cassis, prune	840	fruit noir	cuir, Terreux, fumée	521	Terreux																						
111551	Louis Bouillot Perle de Vigne Grande Reserve Crémant de Bourgogne Brut	https://www.vivino.com/US-NY/fr/wines/164943159	https://images.vivino.com/thumbs/IpX123u8TYKsij6iN0Ft-Q_pb_300x300.png	3,8			pomme, poire, pomme ver...	1103	fruit d'arbre fruitier	agrume, citron, pamplem...	698	agrume																									
111553	Château Cantenac Brown Margaux (Grand Cru Classé)	https://www.vivino.com/US-LA/fr/wines/1568557	https://images.vivino.com/thumbs/U3U6Q9xfRvaPObtjvvlE2g_pb_300x300.png	4,2		72,44	chêne, vanille, tabac	1381	boisé	mûre, cassis, prune	1305	fruit noir	cuir, Terreux, fumée	866	Terreux																						
111547	Château Labégorce Margaux	https://www.vivino.com/wines/1581213	https://images.vivino.com/thumbs/NoFlajqYSZWkVxWl3Y0TrQ_pb_300x300.png	4			mûre, cassis, cassis	836	fruit noir	chêne, tabac, cèdre	785	boisé	cuir, Terreux, fumée	574	Terreux				39,19																		
111555	Château Lanessan Haut-Médoc	https://www.vivino.com/DE/fr/wines/1502553	https://images.vivino.com/thumbs/YUVZjvF5SMqGX09XH4ztHw_pb_300x300.png	3,8		16,68	mûre, cassis, prune	1079	fruit noir	chêne, tabac, cèdre	1026	boisé	cuir, Terreux, fumée	860	Terreux																						
111557	Château Margaux Pavillon Rouge du Château Margaux	https://www.vivino.com/wines/1488681	https://images.vivino.com/thumbs/IKYGOPzNQgW34bK7oGA31A_pb_300x300.png	4,4			chêne, tabac, cèdre	894	boisé	cassis, mûre, cassis	688	fruit noir	cuir, Terreux, fumée	581	Terreux				211,1																		
111554	Famille Perrin Châteauneuf-du-Pape Les Sinards Rouge	https://www.vivino.com/US-VA/fr/wines/2734481	https://images.vivino.com/thumbs/uUi_lxNtQLeNjbNCF2tRiQ_pb_300x300.png	4,1		57,74	cerise, fruit rouge, fr...	1095	fruit rouge	chêne, vanille, tabac	942	boisé	cuir, Terreux, fumée	773	Terreux	prune, mûre, fruit noir	699	fruit noir																			
111556	Château Ormes de Pez Saint-Estèphe	https://www.vivino.com/US-NY/fr/wines/2096768	https://images.vivino.com/thumbs/OCA_rLCARYmUiDWOAaZw9w_pb_300x300.png	4		45,83	mûre, cassis, cassis	1251	fruit noir	chêne, tabac, vanille	1163	boisé	cuir, Terreux, fumée	931	Terreux																						
111561	Château Carbonnieux Pessac-Léognan Blanc (Grand Cru Classé de Graves)	https://www.vivino.com/GB/fr/wines/4721882	https://images.vivino.com/thumbs/8yNCqVHeSlyXsxZjUZ6kxA_pb_300x300.png	4,1		46,2	agrume, citron, pamplem...	1174	agrume	pêche, poire, pomme	897	fruit d'arbre fruitier	chêne, vanille, beurre	797	boisé	minéraux, miel, noyau	722	Terreux																			
111558	Pegau Cuvée Réservée Châteauneuf-du-Pape Rouge	https://www.vivino.com/CA/fr/wines/1516357	https://images.vivino.com/thumbs/Gd7ZUhxrQqSzdXc3yk5rKw_pb_300x300.png	4,2		124,99	cuir, Terreux, fumée	1652	Terreux	mûre, prune, fruit noir	1179	fruit noir	tabac, chêne, chocolat	1052	boisé																						
111560	Château Malescot St. Exupery Margaux (Grand Cru Classé)	https://www.vivino.com/DE/fr/wines/1525102	https://images.vivino.com/thumbs/FLhGFvXxSb6bRfebuha08g_pb_300x300.png	4,2		63,58	chêne, tabac, chocolat	1400	boisé	mûre, prune, fruit noir	1313	fruit noir	cuir, Terreux, fumée	1096	Terreux																						
111565	Joseph Drouhin Drouhin - Vaudon Chablis Réserve De Vaudon	https://www.vivino.com/GB/fr/wines/1504756	https://images.vivino.com/thumbs/bwf7Dd_rQt6UWj7RSqAVxA_pb_300x300.png	4			agrume, citron, citron ...	1241	agrume	pomme verte, poire, pom...	1135	fruit d'arbre fruitier	minéraux, miel, noyau	939	Terreux				13,82																		
111562	Louis Roederer Rosé Brut Champagne (Vintage)	https://www.vivino.com/DE/fr/wines/1609962	https://images.vivino.com/thumbs/gf5NnzjVTU283WvkoMBU3A_pb_300x300.png	4,3		49,9	fraise, framboise, ceri...	1132	fruit rouge	agrume, pamplemousse, o...	700	agrume	brioche, pain grillé, a...	628	Vieillissement																						
111559	Clos des Papes (Paul Avril) Châteauneuf-du-Pape	https://www.vivino.com/US-NY/fr/wines/1698538	https://images.vivino.com/thumbs/bJFGrX_RQum75x3mGcoUgg_pb_300x300.png	4,4		99	prune, mûre, fruit noir	950	fruit noir	cerise, framboise, frui...	944	fruit rouge	chêne, tabac, vanille	865	boisé	cuir, Terreux, fumée	787	Terreux		poivre, réglisse, canne...	678	épices															
111563	Château Pavie Saint-Émilion Grand Cru (Premier Grand Cru Classé)	https://www.vivino.com/US-NY/fr/wines/3335129	https://images.vivino.com/thumbs/uR706Yt5RKeKi3-xtL6QHA_pb_300x300.png	4,5		437,5	chêne, tabac, chocolat	1106	boisé	mûre, prune, cassis	900	fruit noir	cuir, Terreux, fumée	746	Terreux																						
111564	Trimbach Riesling Alsace	https://www.vivino.com/US-NY/fr/wines/1516614	https://images.vivino.com/thumbs/G8qy3u1eTGGc7l1Pv23azg_pb_300x300.png	3,7		24,29	agrume, citron, citron ...	2301	agrume	pomme verte, pomme, poi...	2034	fruit d'arbre fruitier	minéraux, pétrole, miel	1819	Terreux																						
111566	Gourmet Pere & Fils Entrecôte Red Blend	https://www.vivino.com/GB/fr/wines/63787138	https://images.vivino.com/thumbs/diVjyPZqTHKKLp0qdtBnVw_pb_300x300.png	3,9		8,99																															
111568	Le Grand Noir Chardonnay	https://www.vivino.com/GB/fr/wines/1925560	https://images.vivino.com/thumbs/EmvlwRGIQ4mLaHSukuB0Kg_pb_300x300.png	4			poire, pomme, pêche	223	fruit d'arbre fruitier	chêne, vanille, beurre	200	boisé	agrume, citron, citron ...	171	agrume				11																		
111567	Andre Clouet Grande Réserve Brut Champagne Grand Cru 'Bouzy'	https://www.vivino.com/US-NY/fr/wines/1481457	https://images.vivino.com/thumbs/aM6tHd2WRlG4I-txTAq0fQ_pb_300x300.png	3,9		54,59																															
111574	Joseph Drouhin Laforet Bourgogne Pinot Noir	https://www.vivino.com/US-VA/fr/wines/1469443	https://images.vivino.com/thumbs/GT4f6t0vRTKXDTX_rNlEFQ_pb_300x300.png	3,7		16,27	framboise, cerise, frui...	1386	fruit rouge										16,27																		
111573	Château Lilian Ladouys Saint-Estèphe	https://www.vivino.com/GB/fr/wines/1585235	https://images.vivino.com/thumbs/OoBzyx1pTj6u8o2Q7_BmMw_pb_300x300.png	3,9		27,2	mûre, prune, cassis	1174	fruit noir	chêne, tabac, vanille	1108	boisé	cuir, Terreux, fumée	816	Terreux																						
111569	Paul Jaboulet Aîné Hermitage La Petite Chapelle	https://www.vivino.com/US-NY/fr/wines/1504602	https://images.vivino.com/thumbs/sEtWZCfkQZCi0x8c_FAIqg_pb_300x300.png	4,3		186,99	mûre, prune, fruit noir	439	fruit noir	chêne, tabac, chocolat	391	boisé	cuir, fumée, Terreux	361	Terreux	poivre, réglisse, herbe...	248	épices																			
111570	Château La Mission Haut-Brion Pessac-Léognan (Grand Cru Classé de Graves)	https://www.vivino.com/CA/fr/wines/2453684	https://images.vivino.com/thumbs/quao9u1ERTK2gC6A1bleig_pb_300x300.png	4,5		749,99	cuir, Terreux, fumée	1327	Terreux	tabac, cèdre, chêne	1178	boisé	cassis, cassis, mûre	987	fruit noir																						
111572	Château Gruaud Larose Sarget de Gruaud Larose Saint-Julien	https://www.vivino.com/US-NY/fr/wines/1532644	https://images.vivino.com/thumbs/z3yW0QEyS7aDqnqoUveKZQ_pb_300x300.png	4		43,33	chêne, tabac, cèdre	880	boisé	cassis, mûre, cassis	806	fruit noir	cuir, Terreux, fumée	678	Terreux																						
111571	Domaine Jean-Louis Chave Côtes du Rhône Selection Mon Coeur	https://www.vivino.com/US-VA/fr/wines/3346761	https://images.vivino.com/thumbs/vLS_VYtHSQ2AOMYL25iZ8g_pb_300x300.png	3,9		24,86	mûre, prune, fruit noir	1186	fruit noir	Terreux, cuir, fumée	1043	Terreux	poivre, réglisse, poivr...	661	épices																						
111578	Gérard Bertrand Terroir Languedoc (Syrah - Grenache)	https://www.vivino.com/BR/fr/wines/12677696	https://images.vivino.com/thumbs/KyWM96_TSQqWMEeyzmsgDw_pb_300x300.png	3,8			cerise, fruit rouge, fr...	530	fruit rouge	prune, mûre, fruit noir	354	fruit noir	Terreux, cuir, minéraux	320	Terreux				33,97																		
